#,dist(asec)identifier,typcoord1(ICRS,",J2000/2000)",plx,radvel,redshift,cz,,MagU,MagB,MagV,MagR,MagG,MagI,spec.type,,#bib#,not
1974,1351.502MASSJ11083319-5841152,*167.1382963201300,-58.68756859,2.0984,5.71,0.000019,5.71,,,17.3,16.053,15.28,15.595214,14.6,,,5,0
1975,1352.172MASSJ11024702-5840400,*165.6959835880900,-58.67777628,0.8691,,,,,,,,,12.255315,,,,1,0
1976,1352.522MASSJ11070414-5902087,*166.7672638679200,-59.03575763,1.9341,3.55,0.000012,3.55,,,13.326,12.789,12.477,12.702358,12.147,,,1,0
1977,1352.84Cl*NGC3532FERN599,*165.6954235885300,-58.73827531,2.1712,,,,,,,,,11.168904,,,,6,0
1978,1352.99GaiaEDR35338707197223509888,PM*165.6989282468000,-58.6610312,5.0215,,,,,,,,,17.871439,,,,1,0
1979,1353.182MASSJ11063904-5821122,*166.6626834433900,-58.35340432,2.2704,,,,,,,,,18.072689,,,,1,0
1980,1353.25GaiaEDR35338636519254622336,*166.6489474100900,-59.06289141,2.0604,,,,,,,,,17.726616,,,,5,0
1981,1353.302MASSJ11063573-5903464,**166.64888500-59.,6291600,,,,,,,,,,,,,,1,0
1982,1354.10GaiaEDR35338636519254620672,*166.6479750009900,-59.06330768,0.3533,,,,,,,,,17.791485,,,,0,0
1983,1354.392MASSJ11060414-5904453,*166.5172273386100,-59.07928232,2.0901,,,,,,,,,18.556009,,,,2,0
1984,1354.53Cl*NGC3532AR219,*167.0523755125700,-58.52783789,2.1072,,,,,,,,,13.137842,,,,6,0
1985,1355.912MASSJ11082927-5847460,*167.1219549118500,-58.79610823,0.2946,,,,,,,,,14.920802,,,,1,0
1986,1356.062MASSJ11063146-5820492,LP?166.6310880426375,-58.34700354,0.1938,,,,,,,,15.497,13.988269,,,,1,0
1987,1356.172MASSJ11070044-5902282,*166.7518876654700,-59.04116082,0.4026,,,,,,,,,12.840442,,,,1,0
1988,1356.812MASSJ11075138-5827377,*166.9641264418200,-58.46046534,0.2621,,,,,,,,,15.423266,,,,1,0
1989,1357.682MASSJ11072544-5900275,*166.8560495731800,-59.00765395,2.1362,,,,,,,,,18.189417,,,,1,0
1990,1357.952MASSJ11063269-5903591,*166.6361748663400,-59.06641748,0.2794,36.37,0.000121,36.37,,,17.518,16.17,15.456,15.704398,14.734,,,1,0
1991,1358.01GaiaEDR35338707021094666880,*165.6905037339300,-58.70266138,2.1659,,,,,,,,,17.513399,,,,3,0
1992,1359.73HD303735,*165.8249964737900,-58.48844631,2.0912,4.56,0.000015,4.56,,,11.654,11.32,11.24,11.273133,10.944,A,,15,0
1993,1359.94IRAS11006-5827,*165.6902989102200,-58.72774169,0.2088,,,,,,,,,14.12434,,M8,,1,0
1994,1361.962MASSJ11082436-5834470,*167.1015445110100,-58.5797099,0.3397,,,,,,,,,14.530279,,,,1,0
1995,1362.772MASSJ11054396-5905063,*166.4332211798200,-59.08511717,2.0703,-28.76,-0.000096,-28.76,,,20.246,18.73,17.571,17.61511,16.169,,,6,0
1996,1362.79GaiaEDR35340175590671443840,*166.3666759970900,-58.32901383,2.1338,,,,,,,,,17.604128,,,,4,0
1997,1365.392MASSJ11040831-5823025,*166.0346290475800,-58.38400823,0.3818,,,,,,,,,15.740809,,,,1,0
1998,1365.772MASSJ11083090-5847351,*167.1287439628200,-58.79309302,0.2374,2.76,0.000009,2.76,,,15.969,14.781,14.12,14.43568,13.491,,,1,0
1999,1366.44HD95968,*165.8386846601700,-58.47569985,2.0699,11.2,0.000037,11.2,,,9.286,9.216,9.155,9.215367,9.153,A0III,,11,0
2000,1366.55CPD-574316,*166.9511168274100,-58.44886782,1.9128,,,,,,10.49,10.41,,10.339146,,,,5,0
2001,1367.002MASSJ11075507-5857008,*166.9794757094000,-58.95024109,0.8887,-9.44,-0.000031,-9.44,,,15.191,14.389,13.96,14.214315,13.539,,,1,0
2002,1367.162MASSJ11051319-5904553,*166.3049852328900,-59.08202563,0.2334,64.11,0.000214,64.12,,,16.337,15.117,14.424,14.701115,13.732,,,1,0
2003,1367.42HD96307,SB*166.3128574494600,-59.08270173,2.0271,,,,,,9.13,9.109,9.084,9.097158,9.083,B9IV,,29,0
2004,1368.76Cl*NGC3532AR188,*166.8233540054200,-58.39117608,0.8452,,,,,,,,,12.805302,,,,1,0
2005,1368.99GaiaEDR35340175625036345472,*166.3569532845200,-58.32767351,2.1308,,,,,,,,,17.520535,,,,3,0
2006,1369.11Cl*NGC3532FERN613,*166.3487686467800,-59.08535386,0.5973,,,,,,,,,11.260614,,,,1,0
2007,1369.442MASSJ11041976-5902439,*166.0823663951900,-59.04555548,1.5495,,,,,,,,,12.982458,,,,1,0
2008,1370.522MASSJ11083457-5845199,*167.1440491961100,-58.75554805,0.7592,,,,,,,,,18.738953,,,,1,0
2009,1370.78Cl*NGC3532FERN538,*165.8243619024700,-58.93238836,0.6833,-12.08,-0.00004,-12.08,,,,,,10.395061,,,,1,0
2010,1371.112MASSJ11080040-5856153,*167.0016848584700,-58.93760682,2.1916,,,,,,,,,12.597654,,,,1,0
2011,1371.122MASSJ11030808-5854018,*165.7836907660800,-58.900488,2.0847,5.1,0.000017,5.1,,,17.296,16.087,15.377,15.488473,14.674,,,5,0
2012,1371.222MASSJ11044996-5820300,*166.2081647765400,-58.34166244,0.5545,37.64,0.000126,37.64,,,16.95,15.807,15.081,15.41514,14.318,,,1,0
2013,1371.82Cl*NGC3532FERN636,*166.7822469739400,-58.37680485,0.8207,7.74,0.000026,7.74,,,,,,10.331965,,,,2,0
2014,1376.782MASSJ11034820-5824408,*165.9508294403600,-58.41134268,2.0222,6.09,0.00002,6.09,,,19.08,17.581,16.629,16.851782,15.593,,,5,0
2015,1377.82GaiaEDR35340159548970900224,RR?166.9607108163000,-58.44968873,,,,,,,,,,20.143167,,,,1,0
2016,1378.042MASSJ11024527-5838575,*165.6886264583100,-58.64930845,2.4988,,,,,,,,,17.420263,,,,1,0
2017,1378.43TYC8627-3102-1,*166.326525-58.32,6675,,,,,,,,,,,,,,0,0
2018,1378.532MASSJ11064621-5903434,*166.6925417138900,-59.06206489,0.295,-27.81,-0.000093,-27.81,,,16.752,15.527,14.869,15.15167,14.216,,,1,0
2019,1378.822MASSJ11042080-5902585,*166.0867159070400,-59.04961104,2.1199,-7.2,-0.000024,-7.2,,,13.312,12.722,12.406,12.60558,12.07,,,1,0
2020,1379.462MASSJ11025607-5851118,*165.7336392909700,-58.85327528,1.8259,-4.29,-0.000014,-4.29,,,19.035,17.584,16.655,16.877607,15.694,,,1,0
2021,1379.56Cl*NGC3532AR210,*166.9629597882700,-58.45026556,1.8513,,,,,,,,,13.116935,,,,2,0
2022,1379.872MASSJ11065841-5821482,*166.7434029416200,-58.36340272,2.2226,6.29,0.000021,6.29,,,19.411,17.935,16.933,17.063345,15.81,,,4,0
2023,1381.242MASSJ11083128-5848276,*167.1303228103600,-58.80765817,2.0904,,,,,,,,,12.864116,,,,2,0
2024,1381.442MASSJ11080565-5855370,*167.0235539791700,-58.92692084,2.0942,5.74,0.000019,5.74,,,17.724,16.367,15.58,15.899517,14.859,,,5,0
2025,1381.812MASSJ11061236-5905029,*166.5515472529600,-59.08412417,0.7854,,,,,,,,,14.223664,,,,1,0
2026,1382.672MASSJ11052927-5819239,*166.3719539966600,-58.32330139,2.1938,4.44,0.000015,4.44,,,20.184,18.709,17.628,17.640556,16.302,,,3,0
2027,1383.622MASSJ11083463-5838198,*167.1442870718300,-58.63883537,1.8367,34.57,0.000115,34.57,,,19.869,18.347,17.32,17.445757,16.112,,,1,0
2028,1384.41Cl*NGC3532AR215,*167.0368675085100,-58.91818125,2.0686,5.8,0.000019,5.8,,,,,,12.972388,,,,8,0
2029,1384.69CPD-574225,*166.3224156108500,-58.32519271,2.0158,1.68,0.000006,1.68,,,,,,11.442554,,,,3,0
2030,1385.18GaiaEDR35338680912040901760,*165.7793428076600,-58.90436761,2.1021,,,,,,,,,16.058281,,,,4,0
2031,1385.312MASSJ11024219-5842387,*165.6758186738100,-58.71077034,2.1002,4.47,0.000015,4.47,,,16.836,15.707,15.028,15.325634,14.402,,,5,0
2032,1385.75Cl*NGC3532AR235,*167.1216260137100,-58.82732245,2.095,-10.37,-0.000035,-10.37,,,,,,13.283435,,,,7,0
2033,1385.82GaiaEDR35338628165496916608,*166.2600112836900,-59.08301433,2.0833,,,,,,,,,17.826233,,,,4,0
2034,1386.042MASSJ11062712-5904412,*166.6130190907900,-59.07807428,1.1657,,,,,,,,,15.703248,,,,1,0
2035,1386.63Cl*NGC3532AR151,*166.6441427067100,-58.34026096,1.2262,0.87,0.000003,0.87,,,,,,12.272956,,,,1,0
2036,1387.962MASSJ11063044-5820134,*166.6268342573800,-58.33707049,2.1812,8.4,0.000028,8.4,,,17.15,15.933,15.24,15.484962,14.49,,,5,0
2037,1388.102MASSJ11074902-5826308,*166.9542675963400,-58.44188987,2.0076,,,,,,,,,17.793839,,,,2,0
2038,1388.702MASSJ11042834-5903367,*166.1181383621900,-59.06022398,2.0608,2.98,0.00001,2.98,,,15.827,14.853,14.312,14.610419,13.817,,,5,0
2039,1389.102MASSJ11024414-5838419,*165.6840035032000,-58.64495572,2.0693,6.61,0.000022,6.61,,,18.651,17.208,16.313,16.540043,15.424,,,5,0
2040,1389.752MASSJ11024199-5841023,*165.6749730645800,-58.68398662,2.2846,8.1,0.000027,8.1,,,15.213,14.344,13.827,14.135516,13.346,,,1,0
2041,1390.832MASSJ11083843-5841494,*167.1601336713200,-58.69708504,2.0528,4.65,0.000016,4.65,,,17.208,15.977,15.223,15.548184,14.59,,,5,0
2042,1391.802MASSJ11082063-5832214,*167.0860163852400,-58.53929756,2.0152,,,,,,,,,15.203008,,,,5,0
2043,1391.902MASSJ11070727-5822112,*166.7802654773000,-58.36980384,2.1389,5.94,0.00002,5.94,,,,,,12.417332,,,,5,0
2044,1392.012MASSJ11083836-5841106,*167.1598426712700,-58.68628252,0.3584,,,,,,,,,14.236029,,,,1,0
2045,1392.242MASSJ11040243-5822599,*166.0101356198000,-58.38330959,2.7754,29.51,0.000098,29.51,,,18.681,17.212,16.246,16.444483,15.188,,,1,0
2046,1392.922MASSJ11063244-5820129,*166.6350041109000,-58.33692288,2.2808,,,,,,,,,19.257999,,,,1,0
2047,1393.41CPD-574338,*167.1455365917600,-58.62815763,1.9668,3.6,0.000012,3.6,,,,,,11.323085,,,,2,0
2048,1393.572MASSJ11041813-5821466,*166.0755710108600,-58.36293779,1.1808,,,,,,,,,13.860743,,,,1,0
2049,1393.84TYC8627-2747-1,*165.6746183638800,-58.74557832,0.424,,,,,,12.2,11.8,,20.269939,,,,0,0
2050,1393.992MASSJ11083881-5841419,*167.1616924799000,-58.69499542,1.9693,4.07,0.000014,4.07,,,19.686,18.185,17.11,17.250757,15.882,,,3,0
2051,1394.422MASSJ11061251-5819331,*166.5521819085200,-58.32584938,2.0558,-12.12,-0.00004,-12.12,,,,,,12.394748,,,,5,0
2052,1394.972MASSJ11043173-5820554,*166.1321720074900,-58.34877217,2.89,,,,,,,,,19.595707,,,,1,0
2053,1395.992MASSJ11025640-5852001,*165.7350671166400,-58.86668396,0.3696,40.47,0.000135,40.47,,,14.109,13.46,13.049,13.265027,12.596,,,1,0
2054,1396.84HD96058,*165.9729541672900,-58.3952815,2.0479,2.9,0.00001,2.9,,,8.367,8.314,8.322,8.368834,8.293,A0IV/V,,23,0
2055,1397.422MASSJ11031396-5828578,*165.8082002165500,-58.48272653,2.1059,,,,,,,,,12.163282,,,,1,0
2056,1397.912MASSJ11040717-5822302,*166.0300037614125,-58.37491088,0.7642,15.98,0.000053,15.98,,,19.013,17.549,16.644,17.3774,15.69,,,1,0
2057,1397.97IRAS11033-5849,FIR166.3611-59.0939,,,,,,,,,,,,,,,0,0
2058,1398.102MASSJ11050461-5819335,*166.2692414080600,-58.32601473,1.5853,4.89,0.000016,4.89,,,19.658,18.179,17.137,17.35956,15.913,,,1,0
2059,1398.142MASSJ11042057-5821318,*166.0857442024200,-58.35882702,1.4225,,,,,,,,,13.211095,,,,1,0
2060,1398.622MASSJ11040779-5822260,*166.0324950886700,-58.37389484,2.129,3.07,0.00001,3.07,,,,,,12.688041,,,,5,0
2061,1399.082MASSJ11044896-5820032,*166.2040352740700,-58.33423195,2.1202,6.98,0.000023,6.98,,,17.702,16.407,15.62,15.931179,14.881,,,5,0
2062,1400.342MASSJ11052782-5905412,*166.3659536566600,-59.09476841,1.8623,,,,,,,,,18.612404,,,,1,0
2063,1401.642MASSJ11043860-5820274,*166.1608560803100,-58.34094909,2.2331,5.06,0.000017,5.06,,,18.429,16.981,16.094,16.376738,15.215,,,1,0
2064,1402.032MASSJ11054384-5905457,*166.4326956913900,-59.09603203,2.0358,,,,,,,,,12.382481,,,,1,0
2065,1402.142MASSJ11054043-5819018,*166.4184969189100,-58.31718587,2.095,,,,,,,,,15.504505,,,,5,0
2066,1402.822MASSJ11034997-5900574,*165.9582779628300,-59.01595504,2.0671,6.58,0.000022,6.58,,,14.836,14.028,13.61,13.85689,13.209,,,5,0
2067,1403.202MASSJ11070532-5821500,*166.7721652862100,-58.36389029,2.0952,,,,,,,,,13.683645,,,,5,0
2068,1403.522MASSJ11070219-5903146,*166.7591425772500,-59.05404069,0.1654,,,,,,,,,15.029218,,,,1,0
2069,1403.712MASSJ11043016-5820512,*166.1257077422600,-58.34755343,2.0649,7.81,0.000026,7.81,,,,,,11.838968,,,,4,0
2070,1404.012MASSJ11082761-5851065,*167.1150238885900,-58.8518268,0.191,20.43,0.000068,20.43,,,16.481,15.245,14.575,14.871358,13.933,,,1,0
2071,1404.112MASSJ11055773-5905413,*166.4905613729900,-59.09482461,0.283,,,,,,,,,15.097,,,,1,0
2072,1404.71GESJ11083921-5845051,*167.1634132632300,-58.75141426,2.5454,1.51,0.000005,1.51,,,,,,12.858451,,,,2,0
2073,1405.042MASSJ11033319-5825487,*165.8883373336300,-58.43022629,2.0828,,,,,,,,,13.437931,,,,5,0
2074,1405.09[DDW2012]NGC3532-WDCJ1106-,5905WD?166.5764739950600,-59.08813898,1.9404,,,,,,20.17,20.1,,20.034391,,,,4,0
2075,1405.18Cl*NGC3532AR156,*166.6725024111500,-58.33990761,1.5214,-3.41,-0.000011,-3.41,,,,,,12.162924,,,,2,0
2076,1406.682MASSJ11062258-5819374,*166.5941079383400,-58.32706933,1.9436,,,,,,,,,18.475622,,,,1,0
2077,1408.352MASSJ11081395-5854478,*167.0581312453400,-58.91328172,0.1805,-0.47,-0.000002,-0.47,,,16.558,15.306,14.597,14.885306,13.9,,,1,0
2078,1409.18Cl*NGC3532FERN602,*165.7148200456000,-58.85116211,0.9899,-10.83,-0.000036,-10.83,,,,,,11.530216,,,,1,0
2079,1410.08UCAC4159-060150,*166.8565852039700,-58.38928469,,8.26,0.000028,8.26,,,,,13.87,13.938966,,,,1,0
2080,1410.202MASSJ11025300-5851350,*165.7209287142100,-58.85972516,2.0734,5.01,0.000017,5.01,,,16.878,15.72,15.02,15.321083,14.419,,,5,0
2081,1410.242MASSJ11080303-5828046,*167.0126504782200,-58.46798773,0.2058,,,,,,,,,15.834181,,,,1,0
2082,1410.36CPD-574155,*165.8939722504500,-58.42528454,2.1108,,,,,,10.77,10.45,,10.611112,,,,8,0
2083,1410.48Cl*NGC3532FERN614,*166.4391376066500,-59.09829562,0.4324,-31.97,-0.000107,-31.97,,,,,,10.894204,,,,1,0
2084,1410.562MASSJ11042204-5903385,*166.0918678343900,-59.06071704,1.7077,-1.7,-0.000006,-1.7,,,15.127,14.227,13.739,14.009171,13.272,,,1,0
2085,1410.63GaiaEDR35340218643422559616,*166.0077731879600,-58.37802161,2.1038,,,,,,,,,17.305777,,,,4,0
2086,1411.51GaiaEDR35340160408005130752,*166.8887516853300,-58.40158018,2.04,,,,,,,,,17.064186,,,,3,0
2087,1412.60HD303815,*167.1718201814200,-58.6977903,2.9482,-10.07,-0.000034,-10.07,,,10.6,,,10.603082,,A,,3,0
2088,1412.63NGC3532236,*167.17183-58.697,81,,,,,,,11.04,10.69,,,,,,1,0
2089,1412.992MASSJ11025839-5853117,*165.7433331338500,-58.88657619,2.0654,15.59,0.000052,15.59,,,13.787,13.127,12.717,12.966383,12.332,,,1,0
2090,1413.312MASSJ11062442-5905148,*166.6017560374400,-59.08743278,2.2075,41.3,0.000138,41.3,,,17.657,16.275,15.47,15.771968,14.748,,,1,0
2091,1413.532MASSJ11024279-5837276,*165.6783640298400,-58.62443475,2.1452,,,,,,,,,18.621233,,,,1,0
2092,1415.282MASSJ11055161-5818516,*166.4650576690200,-58.31434626,2.0892,5.2,0.000017,5.2,,,13.445,12.882,12.526,12.74308,12.202,,,5,0
2093,1415.362MASSJ11062551-5819342,*166.6062801963800,-58.32618569,2.1721,5.74,0.000019,5.74,,,18.47,17.016,16.123,16.390793,15.277,,,5,0
2094,1415.73GaiaDR25338625077461176832,*166.3419854215254,-59.09802913,2.192,,,,,,,,,20.0764,,,,1,0
2095,1416.122MASSJ11052207-5905532,mul166.34196300-59.,9813700,,,,,,,,,,,,,,1,0
2096,1416.46GaiaEDR35338625077421618432,*166.3426230015900,-59.09826476,0.5803,,,,,,,,,19.345493,,,,0,0
2097,1416.49GaiaDR25338625077421618304,*166.3419976176733,-59.09824272,,,,,,,,,,20.37,,,,0,0
2098,1416.692MASSJ11070026-5903368,*166.7510976802000,-59.06021161,2.0894,5.36,0.000018,5.36,,,,,,11.804196,,,,4,0
2099,1416.71Cl*NGC3532FERN638,*166.6925317106300,-58.34044532,1.9795,7.34,0.000024,7.34,,,12.23,11.71,,11.729652,,,,7,0
2100,1417.16HD96488,*166.5562342615800,-58.31981995,2.0644,,,,,,9.79,9.75,,9.769547,,A0V,,12,0
2101,1417.582MASSJ11030171-5830509,*165.7571725182800,-58.51413951,2.1069,-3.64,-0.000012,-3.64,,,,,,13.171534,,,,5,0
2102,1417.76GaiaEDR35338625077421617536,*166.3410480372900,-59.09854811,0.0255,,,,,,,,,20.058596,,,,0,0
2103,1417.83TYC8628-821-1,*166.8603943979600,-58.38806931,0.4986,3.19,0.000011,3.19,,,11.66,11.54,,13.054206,,,,0,0
2104,1418.23CPD-574158,*165.9020883881400,-58.418278,5.1945,,,,,,11,10.53,,10.5051,,,,1,0
2105,1418.382MASSJ11045064-5819393,*166.2110536457400,-58.32758725,2.0568,9.04,0.00003,9.04,,,17.846,16.524,15.712,15.907443,14.911,,,3,0
2106,1418.492MASSJ11033181-5825406,*165.8825479595900,-58.42797056,0.5346,,,,,,,,,16.461559,,,,1,0
2107,1419.21GaiaEDR35338717367713959936,*165.8529146929500,-58.44394572,2.2139,,,,,,,,,17.263159,,,,3,0
2108,1419.77HD303731,*166.2838795353400,-58.3184316,2.05,2.84,0.000009,2.84,,,11.602,11.299,,11.216568,,A,,13,0
2109,1420.102MASSJ11054299-5818440,*166.4291282030900,-58.31224876,0.3273,-12.48,-0.000042,-12.48,,,17.188,15.932,15.175,15.45064,14.467,,,1,0
2110,1420.16Cl*NGC3532AR92,*166.3642283903000,-58.31312846,2.0618,4.47,0.000015,4.47,,,,,,11.915579,,,,2,0
2111,1421.182MASSJ11023829-5844371,LP?165.6595802877200,-58.74368062,0.1902,,,,,,,,,14.281264,,,,2,0
2112,1421.232MASSJ11035718-5822527,*165.9882620186300,-58.38127625,1.7482,,,,,,,,,13.270715,,,,1,0
2113,1422.012MASSJ11073024-5901201,*166.8760678359800,-59.02226581,2.0892,3.85,0.000013,3.85,,,,,,12.207337,,,,5,0
2114,1422.762MASSJ11043292-5820217,*166.1371987903900,-58.33938156,1.3418,10.72,0.000036,10.72,,,13.316,12.828,12.528,12.729391,12.234,,,1,0
2115,1422.872MASSJ11074427-5825050,*166.9344778247900,-58.41808772,2.0564,5.89,0.00002,5.89,,,16.077,15.049,14.492,14.7536,13.977,,,4,0
2116,1423.542MASSJ11072048-5902152,*166.8353545933000,-59.03760168,2.0143,,,,,,,,,17.611843,,,,5,0
2117,1423.912MASSJ11064249-5904429,*166.6770158705700,-59.07862338,4.8138,27.71,0.000092,27.71,,,18.306,16.881,16.017,16.569101,15.166,,,1,0
2118,1424.85HD303814,*167.1772506513000,-58.68473344,0.4477,-7.09,-0.000024,-7.09,,,10.83,10.06,,9.553531,,M,,5,0
2119,1425.442MASSJ11080189-5857287,*167.0079023563400,-58.95796869,2.0491,57.76,0.000193,57.77,,,16.293,15.13,14.466,14.824856,13.837,,,5,0
2120,1425.672MASSJ11033734-5824497,*165.9055811304200,-58.41380871,2.2095,,,,,,,,,12.56352,,,,1,0
2121,1426.582MASSJ11060220-5906002,*166.5091654639200,-59.10004904,2.355,7.04,0.000023,7.04,,,16.266,15.124,14.462,14.826499,13.798,,,1,0
2122,1426.962MASSJ11073448-5823533,*166.8936959535400,-58.3981582,2.0847,,,,,,,,,15.947181,,,,6,0
2123,1427.05Cl*NGC3532FERN543,*166.0545336922600,-59.05610746,2.0421,3.04,0.00001,3.04,,,11.46,11.58,,11.570858,,,,5,0
2124,1427.13HD96931,*167.1798796929000,-58.71077398,2.1219,,,,,,10.02,10.01,,9.954505,,A2/5V,,16,0
2125,1427.13HD95862,*165.6837632188500,-58.81936812,0.4568,1.9,0.000006,1.9,,8.89,9.75,9.2,9.58,9.020243,,OB,,22,0
2126,1427.892MASSJ11052031-5906037,*166.3346475922000,-59.10103567,1.9381,3.58,0.000012,3.58,,,20.133,18.624,17.559,17.690313,16.309,,,3,0
2127,1429.442MASSJ11065760-5904007,*166.7400410835900,-59.06686351,2.0778,,,,,,,,,13.448145,,,,6,0
2128,1429.462MASSJ11080258-5827293,*167.0107613096300,-58.45814306,,,,,,,,,,14.581751,,,,1,0
2129,1431.11CPD-582959,*165.6528128165900,-58.73380447,2.0941,9.1,0.00003,9.1,,,10.98,10.53,,10.771586,,,,6,0
2130,1431.212MASSJ11064336-5904484,*166.6806876948400,-59.08009264,2.086,13.2,0.000044,13.2,,,,,,11.636405,,,,5,0
2131,1432.062MASSJ11024073-5837147,*165.6698157962100,-58.62074378,2.1081,7.16,0.000024,7.16,,,15.012,14.127,13.612,13.861033,13.068,,,1,0
2132,1432.10Cl*NGC3532AR241,*167.1814943986700,-58.72981483,0.0589,,,,,,,,,15.829803,,,,1,0
2133,1432.22CPD-574219,*166.3048147421600,-58.31314159,1.0625,,,,,,11.42,11.17,,11.374355,,,,1,0
2134,1432.702MASSJ11025807-5853497,*165.7420378304800,-58.89709988,1.163,-19.74,-0.000066,-19.74,,,20.459,19.003,17.862,17.961609,16.573,,,1,0
2135,1432.952MASSJ11025009-5833223,*165.7087143320300,-58.55622085,0.8785,,,,,,,,,13.002999,,,,1,0
2136,1433.32HD303750,*165.9732670364600,-59.0321997,0.2072,,,,,,9.96,9.84,,9.962101,,B8,,11,0
2137,1433.872MASSJ11083928-5847558,*167.1636617668000,-58.79883066,1.8691,9.47,0.000032,9.47,,,14.103,13.376,12.947,13.205879,12.55,,,1,0
2138,1434.162MASSJ11063369-5905165,*166.6403952973000,-59.08791325,0.2166,,,,,,,,,14.581856,,,,1,0
2139,1434.452MASSJ11024249-5836107,*165.6770735187900,-58.60297345,2.0673,,,,,,,,,17.455238,,,,5,0
2140,1435.452MASSJ11023773-5839025,*165.6572177558200,-58.65068742,1.9823,-22.37,-0.000075,-22.37,,,18.48,17.083,16.211,16.501787,15.381,,,1,0
2141,1435.522MASSJ11081128-5856090,*167.0469957880600,-58.93583675,2.2218,,,,,,,,,13.841038,,,,1,0
2142,1435.682MASSJ11025065-5851571,*165.7111289778400,-58.86590659,2.2096,7.01,0.000023,7.01,,,19.071,17.587,16.627,16.874851,15.606,,,5,0
2143,1435.87HD96585,*166.6673135792800,-59.08391728,2.0829,4.2,0.000014,4.2,,,9.408,9.338,9.269,9.380457,9.276,B9/A0V,,9,0
2144,1436.13V*V365Car,No*165.8198496539000,-58.45695681,0.3864,,,,,,,,,17.774649,17.33,,,26,1
2145,1436.34IRAS11006-5832,IR165.6787-58.8195,,,,,,,,,,,,,,,0,0
2146,1437.13IRAS11027-5849,FIR166.2154-59.0921,,,,,,,,,,,,,,,0,0
2147,1437.23Cl*NGC3532FERN637,*166.7363659234400,-58.34400703,1.1774,11.43,0.000038,11.43,,,11.41,10.57,,10.707885,,,,1,0
2148,1437.652MASSJ11083648-5849310,*167.1520597924300,-58.82528005,0.4358,,,,,,,,,15.68691,,,,1,0
2149,1439.61UCAC4157-060568,PM*167.1785035130800,-58.65120454,2.2386,33.24,0.000111,33.24,,,17.677,16.322,15.485,15.802278,14.693,,,1,0
2150,1440.202MASSJ11050755-5818463,*166.2815194087100,-58.31288736,2.0946,3.28,0.000011,3.28,,,14.786,14.007,13.55,13.81891,13.15,,,5,0
2151,1440.93WRAY16-84,PN165.8161393913400,-58.45724062,0.3624,,,,,,,,,18.164423,,,,2,0
2152,1441.95Cl*NGC3532FERN603,*165.6946753808000,-58.84940727,0.639,,,,,,11.53,11.7,,11.596448,,,,1,0
2153,1442.972MASSJ11041197-5821162,*166.0499260667000,-58.3545204,2.1296,,,,,,,,,16.450687,,,,4,0
2154,1443.17GaiaEDR35338706578755694208,*165.6449994504800,-58.71643463,2.0981,,,,,,,,,17.209885,,,,4,0
2155,1443.29GaiaEDR35338626932886749312,*166.1747861392600,-59.08761279,2.1769,,,,,,,,,16.191851,,,,4,0
2156,1443.36Cl*NGC3532AR231,*167.1075572223800,-58.52971446,0.7713,,,,,,,,,13.865573,,,,1,0
2157,1443.54Cl*NGC3532AR233,*167.1175763173800,-58.87664275,0.429,,,,,,,,,13.312557,,,,1,0
2158,1444.00Cl*NGC3532AR228,*167.0975424789300,-58.51920507,0.2755,,,,,,,,,13.94099,,,,1,0
2159,1445.112MASSJ11050693-5906065,*166.2789424092300,-59.10173278,2.1014,,,,,,,,,18.772997,,,,1,0
2160,1445.222MASSJ11023706-5846320,*165.6544991149800,-58.77558515,2.1028,4.25,0.000014,4.25,,,14.344,13.65,13.228,13.489467,12.85,,,5,0
2161,1446.73CPD-582957,*165.6444744218300,-58.68386606,0.7338,-15.32,-0.000051,-15.32,,,11.74,10.34,,9.940287,,,,1,0
2162,1446.762MASSJ11023759-5838001,*165.6567363148900,-58.63336317,2.4313,,,,,,,,,17.379927,,,,1,0
2163,1446.962MASSJ11055851-5906238,*166.4938338208300,-59.10661872,0.5291,,,,,,,,,14.636818,,,,1,0
2164,1448.242MASSJ11023860-5847487,*165.6609102260000,-58.79687137,1.9354,32.91,0.00011,32.91,,,19.804,18.302,17.289,17.45319,16.154,,,1,0
2165,1448.762MASSJ11083741-5835177,*167.1558896568400,-58.58825151,0.9258,,,,,,,,,12.617961,,,,1,0
2166,1449.302MASSJ11034745-5901410,*165.9477871487875,-59.02808004,2.0512,6.65,0.000022,6.65,,,18.584,17.127,16.209,16.545788,15.284,,,5,0
2167,1449.992MASSJ11044316-5819238,*166.1799449107100,-58.32333681,1.8779,,,,,,,,,19.165916,,,,1,0
2168,1450.552MASSJ11055501-5906298,*166.4791937361200,-59.1083006,3.2889,-8.01,-0.000027,-8.01,,,19.891,18.436,17.323,17.369635,15.944,,,1,0
2169,1450.73CPD-574311,*166.9128535184100,-58.39782927,2.1608,,,,,,11,10.76,,10.691919,,,,9,0
2170,1453.41TYC8627-2516-1,*166.0210356031000,-58.3597613,1.6833,-9.85,-0.000033,-9.85,,,11.26,11.16,,11.716972,,,,0,0
2171,1453.602MASSJ11041325-5903526,*166.0552263816600,-59.06465328,2.1258,,,,,,,,,19.093613,,,,1,0
2172,1454.132MASSJ11030923-5856463,*165.7884125397800,-58.94624832,0.752,,,,,,,,,14.422071,,,,1,0
2173,1454.86CPD-574147,*165.8379995427800,-58.43781792,2.1048,,,,,,10.26,9.99,,10.226081,,,,7,0
